"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","segment_type","base_plan","technology","monthly_charge","promo_discount","arpu","churn_risk_score"
"8272-ONJLV","Male",0,"No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",95.7,1184,"No","SMB","Premium","Fiber",70,0,70,0.16800017778296
"1488-PBLJN","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.85,8477.7,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.275152593280654
"0308-GIQJT","Male",1,"No","No",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",105.75,7382.85,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.152512832090724
"3778-FOAQW","Female",0,"Yes","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.15,456.85,"No","Enterprise","Premium","Fiber",70,0,70,0.0546939302701503
"4452-ROHMO","Female",0,"No","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.6,331.6,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.095520230429247
"6481-OGDOO","Male",0,"Yes","No",67,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",90.6,6056.15,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.88423107881099
"3090-LETTY","Male",0,"No","Yes",2,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",60.95,134.6,"No","Consumer","Premium","Fiber",70,0,70,0.243475589097943
"5349-AZPEW","Female",0,"Yes","Yes",5,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.05,125.5,"No","Consumer","Basic","Cable",24.95,0,24.95,0.131292731047142
"3753-TSEMP","Female",0,"Yes","No",15,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",88.15,1390.6,"Yes","Enterprise","Premium","Fiber",70,0,70,0.749566546827555
"8305-VHZBZ","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.2,20.2,"Yes","SMB","Premium","Fiber",70,0,70,0.547803071048111
"9720-JJJOR","Male",0,"Yes","Yes",41,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",60.3,2511.3,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.166512769658584
"8100-HZZLJ","Female",0,"No","Yes",43,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",63.95,2737.05,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.246983510162681
"8775-ERLNB","Male",1,"Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.3,74.3,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.131698627560399
"8309-IEYJD","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.6,70.6,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.208807888394222
"9172-JITSM","Female",0,"Yes","Yes",26,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.8,2361.8,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.538511633034796
"6298-QDFNH","Male",0,"No","No",22,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.35,1730.35,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.634579742513597
"7398-HPYZQ","Male",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",90.55,6404,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.208977004466578
"3546-GHEAE","Male",0,"No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.45,165.35,"No","SMB","Basic","Cable",24.95,0,24.95,0.151238836941775
"7361-YPXFS","Female",1,"No","No",28,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",64.45,1867.6,"No","Consumer","Premium","Fiber",70,0,70,0.178756291582249
"6557-BZXLQ","Male",1,"No","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,1043.3,"No","SMB","Premium","Fiber",70,0,70,0.218093950254843
"2550-QHZGP","Male",0,"No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.5,128.6,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.0796316807507537
"7519-JTWQH","Female",0,"No","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.5,7455.45,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0606997885159217
"2538-OIMXF","Female",0,"No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.7,24.7,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.170831838634331
"8543-MSDMF","Male",0,"No","No",3,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",77.4,206.15,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.133732551545836
"9961-JBNMK","Male",1,"No","No",21,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",96.8,2030.3,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.706650108937174
"1170-SASML","Female",0,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.4,5869.4,"No","Consumer","Premium","Fiber",70,0,70,0.15526186588686
"4872-JCVCA","Female",0,"Yes","No",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",47.6,3377.8,"No","Consumer","Basic","Cable",24.95,0,24.95,0.102842027449515
"5346-BZCHP","Female",0,"Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.4,1346.2,"No","SMB","Premium","Fiber",70,0,70,0.264350465510506
"2038-LLMLM","Female",0,"No","No",48,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",103.85,4946.05,"No","SMB","Premium","Fiber",70,0,70,0.0710140709532425
"6173-ITPWD","Male",0,"Yes","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",83.35,4065,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.594546870049089
"9734-UYXQI","Female",0,"No","No",2,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,106.55,"Yes","Enterprise","Premium","Fiber",70,0,70,0.680126354657114
"1216-BGTSP","Male",0,"No","No",45,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",108.45,4964.7,"No","SMB","Plus","Cable",57.95,0,57.95,0.149264599499293
"4138-NAXED","Male",0,"No","No",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",81,4085.75,"No","SMB","Premium","Fiber",70,0,70,0.26941534493817
"2189-UXTKY","Female",0,"Yes","No",22,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",79.2,1742.75,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.765773703157902
"0744-BIKKF","Male",0,"No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.65,6224.8,"No","SMB","Plus","Cable",57.95,0,57.95,0.183891249774024
"7483-IQWIB","Male",0,"Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",92.95,3415.25,"No","Consumer","Basic","Cable",24.95,0,24.95,0.174981307075359
"5248-KWLAR","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.35,6325.25,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.206578940572217
"4958-GZWIY","Male",0,"Yes","Yes",7,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.7,340.25,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.767919626925141
"7996-MHXLW","Female",0,"No","No",66,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.15,1683.6,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.106249021901749
"7833-PKIHD","Male",0,"Yes","Yes",51,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",76.4,3966.3,"No","Consumer","Basic","Cable",24.95,0,24.95,0.10590108409524
"7061-OVMIM","Female",0,"Yes","Yes",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.55,608.5,"No","Consumer","Basic","Cable",24.95,0,24.95,0.277625518280547
"5153-RTHKF","Female",0,"No","No",34,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",85.35,2896.6,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.121539340598974
"1852-QSWCD","Male",0,"Yes","Yes",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.8,1514.85,"No","Consumer","Basic","Cable",24.95,0,24.95,0.141781362949405
"4832-VRBMR","Male",1,"Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.15,6792.45,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.254577774915379
"9079-LWTFD","Male",0,"No","No",47,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",100.75,4669.2,"No","Consumer","Basic","Cable",24.95,0,24.95,0.243877668352798
"6356-ELRKD","Female",0,"No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.6,95.6,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.74609137699008
"8624-GIOUT","Female",0,"No","No",49,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",59.75,2934.3,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.756374001968652
"3392-EHMNK","Female",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",94.1,6302.8,"No","Enterprise","Premium","Fiber",70,0,70,0.0542592265526764
"5986-WWXDV","Male",0,"No","Yes",39,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.35,779.2,"No","SMB","Plus","Cable",57.95,0,57.95,0.187362430978101
"3061-BCKYI","Male",0,"No","No",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.9,283.75,"No","SMB","Plus","Cable",57.95,0,57.95,0.24621768797515
"6179-GJPSO","Female",1,"No","No",43,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",108.15,4600.7,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.560990597493947
"7901-TBKJX","Male",1,"No","No",56,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.05,5594,"No","Consumer","Basic","Cable",24.95,0,24.95,0.105473978689406
"7228-PAQPD","Female",0,"No","No",14,"Yes","No","DSL","No","No","No","Yes","No","Yes","One year","No","Credit card (automatic)",59.1,772.85,"No","SMB","Plus","Cable",57.95,0,57.95,0.141644960048143
"3177-LASXD","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",71.35,71.35,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.722011942975223
"7746-QYVCO","Male",0,"Yes","Yes",16,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check",55.85,857.8,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.251267578755505
"5804-HYIEZ","Male",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.05,7554.05,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0769893701770343
"9919-FZDED","Male",1,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",84.1,5981.65,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.0831122705247253
"5934-TSSAU","Female",0,"Yes","Yes",23,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.3,1702.9,"No","Consumer","Basic","Cable",24.95,0,24.95,0.263654929772019
"3486-KHMLI","Male",0,"No","Yes",21,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24.7,467.15,"No","SMB","Basic","Cable",24.95,0,24.95,0.210272526263725
"4897-QSUYC","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.15,20.15,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.694132021348923
"1084-UQCHV","Male",0,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.75,69.75,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.857994158007205
"8290-YWKHZ","Female",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.2,2931,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.722302164975554
"2955-BJZHG","Male",0,"Yes","Yes",17,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",80.85,1400.85,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.807355077564716
"3806-DXQOM","Female",0,"No","No",4,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",33.65,137.85,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.659172131400555
"6784-XYJAE","Female",0,"No","No",36,"Yes","Yes","DSL","No","No","Yes","No","No","No","One year","No","Electronic check",55.8,1941.5,"No","Consumer","Basic","Cable",24.95,0,24.95,0.225194379989989
"3933-DQPWX","Female",0,"No","No",50,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",39.7,1932.75,"No","SMB","Premium","Fiber",70,0,70,0.0530987254576758
"6661-EIPZC","Female",0,"Yes","Yes",48,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",29.5,1423.05,"No","Consumer","Plus","Cable",57.95,0,57.95,0.150711979554035
"8957-THMOA","Female",0,"No","Yes",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.15,970.85,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.0822845067712478
"2251-PYLPB","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",79.55,5810.9,"No","Consumer","Premium","Fiber",70,0,70,0.231724456953816
"5555-RNPGT","Male",0,"No","Yes",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",24.8,223.9,"No","SMB","Plus","Cable",57.95,0,57.95,0.207935107708909
"1057-FOGLZ","Female",0,"No","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,391.7,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.289706659689546
"9300-RENDD","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.95,79.95,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.531540510896593
"0761-AETCS","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.3,19.3,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.525184805504978
"8087-LGYHQ","Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.05,811.65,"No","SMB","Basic","Cable",24.95,0,24.95,0.264208218618296
"4137-BTIKL","Male",0,"No","No",2,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Mailed check",90.75,174.75,"No","Consumer","Premium","Fiber",70,0,70,0.0545147390919738
"2190-BCXEC","Female",0,"Yes","No",40,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",78.85,3126.85,"No","Consumer","Plus","Cable",57.95,0,57.95,0.180602877296042
"6227-FBDXH","Male",0,"Yes","No",69,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",99.5,6841.45,"No","Consumer","Premium","Fiber",70,0,70,0.196007204137277
"2153-MREFK","Female",0,"Yes","No",37,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Electronic check",99.2,3754.6,"Yes","Enterprise","Premium","Fiber",70,0,70,0.722185226622969
"2911-WDXMV","Male",0,"No","Yes",18,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.55,1406.65,"No","Consumer","Basic","Cable",24.95,0,24.95,0.091819452715572
"7206-PQBBZ","Male",1,"Yes","No",11,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,834.7,"No","Consumer","Plus","Cable",57.95,0,57.95,0.0890081314835697
"3106-ULWFW","Female",0,"Yes","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.2,627.4,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.618511811830103
"0925-VYDLG","Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.25,242,"Yes","Consumer","Premium","Fiber",70,0,70,0.558847542479634
"4547-FZJWE","Male",0,"Yes","Yes",55,"Yes","No","DSL","Yes","No","No","No","No","Yes","One year","No","Credit card (automatic)",59.45,3157,"No","SMB","Premium","Fiber",70,0,70,0.153486708365381
"7422-WNBTY","Male",0,"Yes","No",33,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.35,3092,"No","Enterprise","Premium","Fiber",70,0,70,0.28924486519536
"0842-IWYCP","Female",0,"No","No",46,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.95,2168.9,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.195413767721038
"3521-HTQTV","Male",0,"No","No",34,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",26.1,980.35,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.223639258253388
"3744-ZBHON","Female",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.2,65.95,"No","Consumer","Premium","Fiber",70,0,70,0.197593865694944
"3373-DIUUN","Male",0,"Yes","Yes",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",21.25,711.9,"No","SMB","Basic","Cable",24.95,0,24.95,0.0788776055094786
"8383-SGHJU","Female",0,"No","No",33,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","No","Electronic check",59.4,1952.8,"No","SMB","Premium","Fiber",70,0,70,0.175111583387479
"7607-QKKTJ","Male",0,"Yes","Yes",45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",95,4368.85,"No","Consumer","Basic","Cable",24.95,0,24.95,0.120228836208116
"7707-PYBBH","Male",0,"No","No",40,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",61.9,2647.1,"No","SMB","Plus","Cable",57.95,0,57.95,0.224791023193393
"8984-HPEMB","Female",0,"No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",118.65,8477.6,"No","Consumer","Plus","Cable",57.95,0,57.95,0.280659025430214
"4349-GFQHK","Male",0,"No","No",1,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",54.35,54.35,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.650227806530893
"4139-DETXS","Female",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",64.45,4528,"No","Consumer","Basic","Cable",24.95,0,24.95,0.150917115341872
"9779-DPNEJ","Female",0,"Yes","Yes",22,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.15,1790.65,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.213199957460165
"9805-FILKB","Male",0,"Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.2,845.6,"No","Consumer","Basic","Cable",24.95,0,24.95,0.297595379594713
"5793-YOLJN","Female",0,"Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",21,1210.3,"No","SMB","Plus","Cable",57.95,0,57.95,0.295707775233313
"0673-IGUQO","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.45,20.45,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.0945099474745803
"4123-FCVCB","Female",0,"No","No",12,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Mailed check",75.85,854.45,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.0755380288581364
"8819-IMISP","Male",0,"No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",80.45,2429.1,"No","SMB","Basic","Cable",24.95,0,24.95,0.0989602734451182
"7802-EFKNY","Male",0,"Yes","No",5,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.95,100.4,"Yes","SMB","Premium","Fiber",70,0,70,0.606269018352032
"8311-UEUAB","Female",0,"Yes","Yes",67,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","Two year","Yes","Electronic check",75.5,5229.45,"No","SMB","Basic","Cable",24.95,0,24.95,0.0984261094243266
"5858-EAFCZ","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.45,44.45,"No","Consumer","Plus","Cable",57.95,0,57.95,0.233732705772854
"8035-BUYVG","Male",0,"Yes","No",40,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",42.35,1716.45,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.611559881176799
"1163-ONYEY","Male",0,"Yes","Yes",41,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",74.55,3023.55,"No","SMB","Plus","Cable",57.95,0,57.95,0.0545615286799148
"9787-XVQIU","Male",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.3,75.3,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.604533074609935
"8945-MUQUF","Male",0,"No","No",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Electronic check",94.8,4837.6,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.523086151573807
"5656-MJEFC","Male",0,"Yes","Yes",42,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",48.15,2032.3,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.0502936176606454
"6082-OQFBA","Male",0,"Yes","Yes",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.65,436.9,"No","Consumer","Basic","Cable",24.95,0,24.95,0.283693577349186
"8051-HJRLT","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,70.55,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.846003994625062
"8974-OVACP","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.15,20.15,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.191660130175296
"4010-YLMVT","Female",0,"No","No",56,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",106.6,5893.95,"No","SMB","Basic","Cable",24.95,0,24.95,0.0564397827954963
"1379-FRVEB","Male",0,"No","Yes",15,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",91,1430.05,"No","SMB","Basic","Cable",24.95,0,24.95,0.143029074487276
"8612-GXIDD","Male",0,"Yes","Yes",12,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.4,313,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.159497254306916
"6288-CHQJB","Female",0,"Yes","Yes",54,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",69.95,3871.85,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.221639047330245
"8160-HOWOX","Female",0,"No","No",7,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",66.85,458.1,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.0833851725445129
"3023-GFLBR","Female",0,"Yes","Yes",33,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",86.15,2745.7,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.784474680759013
"6648-INWPS","Male",0,"Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.15,341.35,"No","SMB","Basic","Cable",24.95,0,24.95,0.229472832940519
"4223-BKEOR","Female",0,"No","Yes",21,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","One year","No","Mailed check",64.85,1336.8,"No","Consumer","Premium","Fiber",70,0,70,0.150265447923448
