tenure,seniorcitizen,arpu,service_type_dsl,service_type_fiber,service_type_none,contract_Month-to-month,contract_One year,contract_Two year,loyalty_tier_New,loyalty_tier_Established,loyalty_tier_Loyal,loyalty_tier_Very Loyal,discount_level_Low,discount_level_Medium,discount_level_High
62,False,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False
34,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
25,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
49,False,51.8,True,False,False,False,True,False,False,False,True,False,True,False,False
25,False,53.65,True,False,False,False,True,False,False,True,False,False,True,False,False
29,False,55.35,True,False,False,False,True,False,False,True,False,False,True,False,False
40,False,60.3,True,False,False,False,True,False,False,False,True,False,True,False,False
71,False,66.85,True,False,False,False,True,False,False,False,False,True,True,False,False
24,False,73.94383893762183,True,False,False,False,True,False,False,True,False,False,True,False,False
12,False,73.94383893762183,True,False,False,False,True,False,True,False,False,False,True,False,False
70,False,73.94383893762183,True,False,False,False,True,False,False,False,False,True,True,False,False
63,False,81.15,False,True,False,False,True,False,False,False,False,True,True,False,False
62,False,81.45,False,True,False,False,True,False,False,False,False,True,True,False,False
61,True,85.55,False,True,False,False,True,False,False,False,False,True,True,False,False
72,False,89.7,False,True,False,False,True,False,False,False,False,True,True,False,False
63,False,90.05,False,True,False,False,True,False,False,False,False,True,True,False,False
28,False,91.25,False,True,False,False,True,False,False,True,False,False,True,False,False
61,False,98.45,False,True,False,False,True,False,False,False,False,True,True,False,False
62,False,100.15,False,True,False,False,True,False,False,False,False,True,True,False,False
37,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
52,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
66,True,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
66,True,104.1995785440613,False,True,False,False,True,False,False,False,False,True,False,True,False
57,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
63,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
62,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
21,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
56,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
6,False,0.0,False,False,True,False,False,True,True,False,False,False,False,False,False
67,False,36.15,True,False,False,False,False,True,False,False,False,True,True,False,False
65,False,45.25,True,False,False,False,False,True,False,False,False,True,True,False,False
61,False,51.35,True,False,False,False,False,True,False,False,False,True,True,False,False
55,False,56.8,True,False,False,False,False,True,False,False,True,False,True,False,False
70,False,59.5,True,False,False,False,False,True,False,False,False,True,True,False,False
51,False,60.5,True,False,False,False,False,True,False,False,True,False,True,False,False
16,False,64.25,True,False,False,False,False,True,False,True,False,False,True,False,False
72,False,65.25,True,False,False,False,False,True,False,False,False,True,True,False,False
66,False,66.9,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,70.45,True,False,False,False,False,True,False,False,False,True,True,False,False
71,False,73.35,True,False,False,False,False,True,False,False,False,True,True,False,False
68,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
71,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
61,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
71,True,89.45,False,True,False,False,False,True,False,False,False,True,True,False,False
71,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,False,97.75,False,True,False,False,False,True,False,False,False,True,True,False,False
41,False,98.8,False,True,False,False,False,True,False,False,True,False,True,False,False
64,False,99.0,False,True,False,False,False,True,False,False,False,True,True,False,False
56,False,103.2,False,True,False,False,False,True,False,False,True,False,True,False,False
49,False,104.1995785440613,False,True,False,False,False,True,False,False,True,False,True,False,False
66,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
68,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
64,True,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
68,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,False,True,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,False,True,False
29,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
20,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
2,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
16,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
4,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
11,True,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
18,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
42,False,0.0,False,False,True,True,False,False,False,False,True,False,False,False,False
6,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
1,False,24.6,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,24.7,True,False,False,True,False,False,True,False,False,False,True,False,False
20,False,24.9,True,False,False,True,False,False,False,True,False,False,True,False,False
7,False,25.05,True,False,False,True,False,False,True,False,False,False,True,False,False
1,True,25.05,True,False,False,True,False,False,True,False,False,False,True,False,False
39,False,30.1,True,False,False,True,False,False,False,False,True,False,True,False,False
12,False,35.5,True,False,False,True,False,False,True,False,False,False,True,False,False
59,False,41.05,True,False,False,True,False,False,False,False,True,False,True,False,False
1,False,44.0,True,False,False,True,False,False,True,False,False,False,True,False,False
2,False,44.6,True,False,False,True,False,False,True,False,False,False,True,False,False
1,True,46.3,True,False,False,True,False,False,True,False,False,False,True,False,False
30,False,48.8,True,False,False,True,False,False,False,True,False,False,True,False,False
15,False,48.8,True,False,False,True,False,False,False,True,False,False,True,False,False
2,False,49.6,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,49.9,True,False,False,True,False,False,True,False,False,False,True,False,False
3,False,50.15,True,False,False,True,False,False,True,False,False,False,True,False,False
5,True,50.35,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,50.7,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,50.75,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,50.9,True,False,False,True,False,False,True,False,False,False,True,False,False
24,False,51.1,True,False,False,True,False,False,False,True,False,False,True,False,False
55,True,51.65,True,False,False,True,False,False,False,False,True,False,True,False,False
59,False,51.7,True,False,False,True,False,False,False,False,True,False,True,False,False
21,False,54.6,True,False,False,True,False,False,False,True,False,False,True,False,False
3,False,54.7,True,False,False,True,False,False,True,False,False,False,True,False,False
3,False,55.15,True,False,False,True,False,False,True,False,False,False,True,False,False
34,True,56.25,True,False,False,True,False,False,False,True,False,False,True,False,False
1,False,59.85,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,60.0,True,False,False,True,False,False,True,False,False,False,True,False,False
33,False,68.25,False,True,False,True,False,False,False,True,False,False,True,False,False
9,False,68.95,True,False,False,True,False,False,True,False,False,False,True,False,False
16,False,72.65,False,True,False,True,False,False,False,True,False,False,True,False,False
56,False,73.85,False,True,False,True,False,False,False,False,True,False,True,False,False
18,False,74.15,False,True,False,True,False,False,False,True,False,False,True,False,False
3,False,73.94383893762183,True,False,False,True,False,False,True,False,False,False,True,False,False
8,False,75.6,False,True,False,True,False,False,True,False,False,False,True,False,False
9,False,76.25,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,78.65,False,True,False,True,False,False,True,False,False,False,True,False,False
14,True,78.85,False,True,False,True,False,False,False,True,False,False,True,False,False
4,False,79.0,False,True,False,True,False,False,True,False,False,False,True,False,False
30,True,79.65,False,True,False,True,False,False,False,True,False,False,True,False,False
9,False,79.75,False,True,False,True,False,False,True,False,False,False,True,False,False
58,False,79.8,False,True,False,True,False,False,False,False,True,False,True,False,False
9,False,79.9,False,True,False,True,False,False,True,False,False,False,True,False,False
14,True,80.35,False,True,False,True,False,False,False,True,False,False,True,False,False
21,False,80.35,False,True,False,True,False,False,False,True,False,False,True,False,False
18,False,80.55,False,True,False,True,False,False,False,True,False,False,True,False,False
17,True,82.65,False,True,False,True,False,False,False,True,False,False,True,False,False
3,False,83.75,False,True,False,True,False,False,True,False,False,False,True,False,False
2,True,83.8,False,True,False,True,False,False,True,False,False,False,True,False,False
8,False,84.5,False,True,False,True,False,False,True,False,False,False,True,False,False
42,True,84.65,False,True,False,True,False,False,False,False,True,False,True,False,False
19,False,84.75,False,True,False,True,False,False,False,True,False,False,True,False,False
40,False,84.9,False,True,False,True,False,False,False,False,True,False,True,False,False
16,False,73.94383893762183,True,False,False,True,False,False,False,True,False,False,False,True,False
2,True,88.55,False,True,False,True,False,False,True,False,False,False,True,False,False
7,False,90.45,False,True,False,True,False,False,True,False,False,False,True,False,False
32,False,91.05,False,True,False,True,False,False,False,True,False,False,True,False,False
3,False,91.85,False,True,False,True,False,False,True,False,False,False,True,False,False
37,True,92.5,False,True,False,True,False,False,False,False,True,False,True,False,False
14,False,92.9,False,True,False,True,False,False,False,True,False,False,True,False,False
15,False,94.0,False,True,False,True,False,False,False,True,False,False,True,False,False
16,True,94.45,False,True,False,True,False,False,False,True,False,False,True,False,False
24,False,94.6,False,True,False,True,False,False,False,True,False,False,True,False,False
22,False,94.65,False,True,False,True,False,False,False,True,False,False,True,False,False
4,True,94.75,False,True,False,True,False,False,True,False,False,False,True,False,False
26,True,95.0,False,True,False,True,False,False,False,True,False,False,True,False,False
10,False,98.5,False,True,False,True,False,False,True,False,False,False,True,False,False
12,False,99.95,False,True,False,True,False,False,True,False,False,False,True,False,False
34,False,100.05,False,True,False,True,False,False,False,True,False,False,True,False,False
48,False,100.05,False,True,False,True,False,False,False,False,True,False,True,False,False
40,True,101.85,False,True,False,True,False,False,False,False,True,False,True,False,False
10,False,102.1,False,True,False,True,False,False,True,False,False,False,True,False,False
33,False,104.1995785440613,False,True,False,True,False,False,False,True,False,False,True,False,False
20,False,104.1995785440613,False,True,False,True,False,False,False,True,False,False,True,False,False
65,False,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
48,False,104.1995785440613,False,True,False,True,False,False,False,False,True,False,True,False,False
61,False,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
15,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
42,False,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False
55,False,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False
12,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
22,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
58,False,45.0,True,False,False,False,True,False,False,False,True,False,True,False,False
18,False,54.4,True,False,False,False,True,False,False,True,False,False,True,False,False
26,True,60.7,True,False,False,False,True,False,False,True,False,False,True,False,False
41,False,66.5,True,False,False,False,True,False,False,False,True,False,True,False,False
70,False,73.94383893762183,True,False,False,False,True,False,False,False,False,True,True,False,False
31,False,73.94383893762183,True,False,False,False,True,False,False,True,False,False,True,False,False
28,False,82.85,False,True,False,False,True,False,False,True,False,False,True,False,False
63,True,73.94383893762183,True,False,False,False,True,False,False,False,False,True,True,False,False
30,False,94.4,False,True,False,False,True,False,False,True,False,False,True,False,False
54,True,99.1,False,True,False,False,True,False,False,False,True,False,True,False,False
46,True,100.25,False,True,False,False,True,False,False,False,True,False,True,False,False
27,True,104.1995785440613,False,True,False,False,True,False,False,True,False,False,True,False,False
69,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
67,True,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
71,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
52,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
64,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
70,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,False,True,False
72,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,False,True,False
16,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
3,False,0.0,False,False,True,False,False,True,True,False,False,False,False,False,False
65,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
8,False,0.0,False,False,True,False,False,True,True,False,False,False,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
39,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
59,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
61,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
53,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
70,False,40.05,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,60.95,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,68.4,True,False,False,False,False,True,False,False,False,True,True,False,False
72,True,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
70,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
64,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
65,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
69,False,95.2,False,True,False,False,False,True,False,False,False,True,True,False,False
41,False,99.65,False,True,False,False,False,True,False,False,True,False,True,False,False
45,False,99.7,False,True,False,False,False,True,False,False,True,False,True,False,False
72,True,104.15,False,True,False,False,False,True,False,False,False,True,True,False,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
65,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,False,True,False
37,False,0.0,False,False,True,True,False,False,False,False,True,False,False,False,False
6,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
7,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
7,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
34,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
3,False,24.75,True,False,False,True,False,False,True,False,False,False,True,False,False
31,False,25.0,True,False,False,True,False,False,False,True,False,False,True,False,False
4,False,29.15,True,False,False,True,False,False,True,False,False,False,True,False,False
3,False,29.2,True,False,False,True,False,False,True,False,False,False,True,False,False
13,False,30.15,True,False,False,True,False,False,False,True,False,False,True,False,False
19,True,34.3,True,False,False,True,False,False,False,True,False,False,True,False,False
21,False,36.0,True,False,False,True,False,False,False,True,False,False,True,False,False
3,False,40.15,True,False,False,True,False,False,True,False,False,False,True,False,False
33,False,44.55,True,False,False,True,False,False,False,True,False,False,True,False,False
15,False,48.85,True,False,False,True,False,False,False,True,False,False,True,False,False
26,False,49.5,True,False,False,True,False,False,False,True,False,False,True,False,False
1,True,49.55,True,False,False,True,False,False,True,False,False,False,True,False,False
3,False,50.5,True,False,False,True,False,False,True,False,False,False,True,False,False
4,False,50.55,True,False,False,True,False,False,True,False,False,False,True,False,False
11,True,54.55,True,False,False,True,False,False,True,False,False,False,True,False,False
15,True,55.0,True,False,False,True,False,False,False,True,False,False,True,False,False
4,False,55.3,True,False,False,True,False,False,True,False,False,False,True,False,False
35,False,62.1,True,False,False,True,False,False,False,True,False,False,True,False,False
66,False,63.85,True,False,False,True,False,False,False,False,False,True,True,False,False
8,False,64.1,True,False,False,True,False,False,True,False,False,False,True,False,False
16,False,65.2,True,False,False,True,False,False,False,True,False,False,True,False,False
1,False,69.75,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,70.1,False,True,False,True,False,False,True,False,False,False,True,False,False
2,False,70.4,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,70.6,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,70.8,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,70.9,False,True,False,True,False,False,True,False,False,False,True,False,False
52,True,72.95,False,True,False,True,False,False,False,False,True,False,True,False,False
1,True,73.65,False,True,False,True,False,False,True,False,False,False,True,False,False
7,False,73.85,False,True,False,True,False,False,True,False,False,False,True,False,False
9,True,74.05,False,True,False,True,False,False,True,False,False,False,True,False,False
23,False,74.95,False,True,False,True,False,False,False,True,False,False,True,False,False
1,True,75.35,False,True,False,True,False,False,True,False,False,False,True,False,False
5,False,75.65,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,76.35,False,True,False,True,False,False,True,False,False,False,True,False,False
13,False,78.3,False,True,False,True,False,False,False,True,False,False,True,False,False
1,False,78.8,False,True,False,True,False,False,True,False,False,False,True,False,False
40,False,78.85,False,True,False,True,False,False,False,False,True,False,True,False,False
9,False,79.35,False,True,False,True,False,False,True,False,False,False,True,False,False
14,False,80.05,False,True,False,True,False,False,False,True,False,False,True,False,False
1,True,80.3,False,True,False,True,False,False,True,False,False,False,True,False,False
4,False,80.35,False,True,False,True,False,False,True,False,False,False,True,False,False
51,False,83.4,False,True,False,True,False,False,False,False,True,False,True,False,False
22,False,84.3,False,True,False,True,False,False,False,True,False,False,True,False,False
27,True,73.94383893762183,True,False,False,True,False,False,False,True,False,False,False,True,False
16,False,84.95,False,True,False,True,False,False,False,True,False,False,True,False,False
12,False,85.05,False,True,False,True,False,False,True,False,False,False,True,False,False
17,True,85.35,False,True,False,True,False,False,False,True,False,False,True,False,False
53,False,85.45,False,True,False,True,False,False,False,False,True,False,True,False,False
65,True,85.75,False,True,False,True,False,False,False,False,False,True,True,False,False
5,False,85.75,False,True,False,True,False,False,True,False,False,False,True,False,False
43,False,86.1,False,True,False,True,False,False,False,False,True,False,True,False,False
7,False,86.8,False,True,False,True,False,False,True,False,False,False,True,False,False
22,False,89.4,False,True,False,True,False,False,False,True,False,False,True,False,False
2,False,90.0,False,True,False,True,False,False,True,False,False,False,True,False,False
27,False,90.15,False,True,False,True,False,False,False,True,False,False,True,False,False
37,False,92.95,False,True,False,True,False,False,False,False,True,False,True,False,False
4,False,93.5,False,True,False,True,False,False,True,False,False,False,True,False,False
13,True,93.8,False,True,False,True,False,False,False,True,False,False,True,False,False
59,True,93.85,False,True,False,True,False,False,False,False,True,False,True,False,False
13,False,94.1,False,True,False,True,False,False,False,True,False,False,True,False,False
17,True,94.2,False,True,False,True,False,False,False,True,False,False,True,False,False
8,False,94.2,False,True,False,True,False,False,True,False,False,False,True,False,False
18,False,94.75,False,True,False,True,False,False,False,True,False,False,True,False,False
10,False,95.1,False,True,False,True,False,False,True,False,False,False,True,False,False
7,False,95.35,False,True,False,True,False,False,True,False,False,False,True,False,False
37,False,99.5,False,True,False,True,False,False,False,False,True,False,True,False,False
62,False,100.15,False,True,False,True,False,False,False,False,False,True,True,False,False
18,False,101.3,False,True,False,True,False,False,False,True,False,False,True,False,False
42,False,101.75,False,True,False,True,False,False,False,False,True,False,True,False,False
48,False,103.85,False,True,False,True,False,False,False,False,True,False,True,False,False
41,True,104.1995785440613,False,True,False,True,False,False,False,False,True,False,True,False,False
38,False,104.1995785440613,False,True,False,True,False,False,False,False,True,False,True,False,False
3,False,104.1995785440613,False,True,False,True,False,False,True,False,False,False,True,False,False
62,False,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
63,False,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
29,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
8,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
29,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
61,False,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False
33,False,51.45,True,False,False,False,True,False,False,True,False,False,True,False,False
28,False,54.35,True,False,False,False,True,False,False,True,False,False,True,False,False
48,False,55.8,True,False,False,False,True,False,False,False,True,False,True,False,False
60,False,59.8,True,False,False,False,True,False,False,False,True,False,True,False,False
34,False,60.8,True,False,False,False,True,False,False,True,False,False,True,False,False
30,False,64.5,True,False,False,False,True,False,False,True,False,False,True,False,False
71,True,72.9,True,False,False,False,True,False,False,False,False,True,True,False,False
12,False,73.94383893762183,True,False,False,False,True,False,True,False,False,False,True,False,False
21,False,79.2,False,True,False,False,True,False,False,True,False,False,True,False,False
27,False,73.94383893762183,True,False,False,False,True,False,False,True,False,False,True,False,False
32,False,84.05,False,True,False,False,True,False,False,True,False,False,True,False,False
29,True,90.1,False,True,False,False,True,False,False,True,False,False,True,False,False
56,False,93.15,False,True,False,False,True,False,False,False,True,False,True,False,False
54,False,94.1,False,True,False,False,True,False,False,False,True,False,True,False,False
62,False,94.95,False,True,False,False,True,False,False,False,False,True,True,False,False
62,False,96.75,False,True,False,False,True,False,False,False,False,True,True,False,False
45,False,96.75,False,True,False,False,True,False,False,False,True,False,True,False,False
53,False,98.6,False,True,False,False,True,False,False,False,True,False,True,False,False
53,False,100.3,False,True,False,False,True,False,False,False,True,False,True,False,False
61,False,103.3,False,True,False,False,True,False,False,False,False,True,True,False,False
43,True,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
50,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
64,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
51,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
64,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,False,True,False
42,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
44,True,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
41,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
38,True,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
67,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
64,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
47,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
19,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
72,True,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
72,True,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
71,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
36,False,53.1,True,False,False,False,False,True,False,True,False,False,True,False,False
70,False,64.95,True,False,False,False,False,True,False,False,False,True,True,False,False
50,False,69.5,True,False,False,False,False,True,False,False,True,False,True,False,False
58,False,71.6,True,False,False,False,False,True,False,False,True,False,True,False,False
8,False,73.94383893762183,True,False,False,False,False,True,True,False,False,False,True,False,False
68,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
55,True,88.8,False,True,False,False,False,True,False,False,True,False,True,False,False
13,False,73.94383893762183,True,False,False,False,False,True,False,True,False,False,False,True,False
72,True,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
60,False,99.65,False,True,False,False,False,True,False,False,True,False,True,False,False
65,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
63,True,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
72,True,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
71,True,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
70,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
70,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
6,True,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
6,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
5,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
19,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
28,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
10,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
1,False,24.8,True,False,False,True,False,False,True,False,False,False,True,False,False
1,True,25.05,True,False,False,True,False,False,True,False,False,False,True,False,False
1,True,25.2,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,31.35,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,35.55,True,False,False,True,False,False,True,False,False,False,True,False,False
22,False,39.2,True,False,False,True,False,False,False,True,False,False,True,False,False
19,False,39.7,True,False,False,True,False,False,False,True,False,False,True,False,False
39,False,41.1,True,False,False,True,False,False,False,False,True,False,True,False,False
8,True,43.35,True,False,False,True,False,False,True,False,False,False,True,False,False
11,False,44.05,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,44.1,True,False,False,True,False,False,True,False,False,False,True,False,False
2,False,44.45,True,False,False,True,False,False,True,False,False,False,True,False,False
2,False,44.6,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,45.05,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,45.7,True,False,False,True,False,False,True,False,False,False,True,False,False
13,False,49.15,True,False,False,True,False,False,False,True,False,False,True,False,False
1,False,49.3,True,False,False,True,False,False,True,False,False,False,True,False,False
5,False,49.4,True,False,False,True,False,False,True,False,False,False,True,False,False
24,False,49.7,True,False,False,True,False,False,False,True,False,False,True,False,False
12,False,49.85,True,False,False,True,False,False,True,False,False,False,True,False,False
2,True,49.95,True,False,False,True,False,False,True,False,False,False,True,False,False
7,False,50.7,True,False,False,True,False,False,True,False,False,False,True,False,False
7,True,51.3,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,54.3,True,False,False,True,False,False,True,False,False,False,True,False,False
10,False,54.95,True,False,False,True,False,False,True,False,False,False,True,False,False
35,False,55.0,True,False,False,True,False,False,False,True,False,False,True,False,False
10,False,59.65,True,False,False,True,False,False,True,False,False,False,True,False,False
61,False,59.8,True,False,False,True,False,False,False,False,False,True,True,False,False
32,False,61.4,True,False,False,True,False,False,False,True,False,False,True,False,False
28,False,64.4,True,False,False,True,False,False,False,True,False,False,True,False,False
17,False,66.7,True,False,False,True,False,False,False,True,False,False,True,False,False
30,False,67.6,True,False,False,True,False,False,False,True,False,False,True,False,False
9,False,69.05,True,False,False,True,False,False,True,False,False,False,True,False,False
14,False,69.2,True,False,False,True,False,False,False,True,False,False,True,False,False
9,False,69.4,True,False,False,True,False,False,True,False,False,False,True,False,False
2,False,69.7,False,True,False,True,False,False,True,False,False,False,True,False,False
50,False,69.75,False,True,False,True,False,False,False,False,True,False,True,False,False
6,False,69.8,False,True,False,True,False,False,True,False,False,False,True,False,False
2,True,70.2,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,70.3,False,True,False,True,False,False,True,False,False,False,True,False,False
1,True,70.6,False,True,False,True,False,False,True,False,False,False,True,False,False
2,True,70.75,False,True,False,True,False,False,True,False,False,False,True,False,False
14,False,71.0,False,True,False,True,False,False,False,True,False,False,True,False,False
7,False,71.05,False,True,False,True,False,False,True,False,False,False,True,False,False
1,True,71.65,False,True,False,True,False,False,True,False,False,False,True,False,False
44,True,73.85,False,True,False,True,False,False,False,False,True,False,True,False,False
3,False,74.75,False,True,False,True,False,False,True,False,False,False,True,False,False
11,False,74.95,False,True,False,True,False,False,True,False,False,False,True,False,False
29,False,75.3,False,True,False,True,False,False,False,True,False,False,True,False,False
2,False,79.0,False,True,False,True,False,False,True,False,False,False,True,False,False
