Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,75,Inf,65,0,0,65,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,100,3,Inf,39.95,0,0,39.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,500,500,Inf,91.95,0,0,91.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,500,20,Inf,91.95,0,0,91.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,1000,1000,Inf,109.95,0,0,109.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,125.95,0,10,135.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,7519.604845,Cable,300,30,Inf,79.95,0,0,79.95,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,7519.604845,Cable,400,40,Inf,89.95,0,0,89.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,2000,200,Inf,130,0,0,130,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,50,3,Inf,30,0,0,30,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,500,12,Inf,74.95,0,0,74.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,73.95,0,10,83.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,146.95,0,10,156.95,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,300,300,Inf,76.95,0,0,76.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,131.95,0,10,141.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,146.95,0,10,156.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,3000,3000,Inf,149.95,0,0,149.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,40,Inf,146.95,0,10,156.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,57.95,0,10,67.95,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,25,4,Inf,34.95,0,0,34.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,110.95,0,10,120.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,110.95,0,10,120.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,10,Inf,65,0,0,65,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,10,Inf,102,0,0,102,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,100,Inf,102,0,0,102,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,94.95,0,10,104.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,100,Inf,107,0,0,107,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,115.95,0,10,125.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,100,Inf,107,0,0,107,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,1200,35,Inf,117,0,0,117,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,75,10,Inf,65,0,0,65,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,100,Inf,102,0,0,102,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,600,15,Inf,92.95,0,0,92.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,700,20,Inf,114.95,0,0,114.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,57.95,0,10,67.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,75,Inf,65,0,0,65,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,300,300,Inf,76.95,0,0,76.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,110.95,0,10,120.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,73.95,0,10,83.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,20,Inf,107,0,0,107,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,110.95,0,10,120.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,100,Inf,107,0,0,107,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,40,Inf,167.95,0,10,177.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,94.95,0,10,104.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,94.95,0,10,104.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,110.95,0,10,120.95,0,Yes
"Connect Holding, LLC",PENNSYLVANIA,7519.604845,DSL,80,10,Inf,65,0,0,65,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,300,20,Inf,76.95,0,0,76.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,100,Inf,87,0,0,87,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,131.95,0,10,141.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,400,10,Inf,64.95,0,0,64.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,20,Inf,107,0,0,107,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,94.95,0,10,104.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,73.95,0,10,83.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,100,3,Inf,39.95,0,0,39.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,1200,40,Inf,119.95,0,0,119.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,10,Inf,87,0,0,87,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,10,Inf,102,0,0,102,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,10,Inf,65,0,0,65,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,131.95,0,10,141.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,146.95,0,10,156.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,100,Inf,87,0,0,87,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,40,Inf,146.95,0,10,156.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,125.95,0,10,135.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,10,Inf,65,0,0,65,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
"RCN Telecom Services of Philadelphia, LLC",PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,125.95,0,10,135.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,1000,1000,Inf,109.95,0,0,109.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,25,4,Inf,34.95,0,0,34.95,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,10,Inf,102,0,0,102,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,68.95,0,10,78.95,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,125.95,0,10,135.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,25,4,Inf,34.95,0,0,34.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,146.95,0,10,156.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,500,20,Inf,91.95,0,0,91.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,300,7,Inf,59.95,0,0,59.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,94.95,0,10,104.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,50,3,Inf,30,0,0,30,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,73.95,0,10,83.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,7519.604845,Cable,100,20,Inf,49.95,0,0,49.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,200,10,Inf,87,0,0,87,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,68.95,0,10,78.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,94.95,0,10,104.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,20,Inf,112,0,0,112,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,115.95,0,10,125.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,75,Inf,65,0,0,65,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,100,Inf,102,0,0,102,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,20,Inf,107,0,0,107,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,500,500,Inf,91.95,0,0,91.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,3000,3000,Inf,149.95,0,0,149.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,40,Inf,146.95,0,10,156.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,94.95,0,10,104.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,73.95,0,10,83.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,131.95,0,10,141.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,10,Inf,87,0,0,87,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,4726.225,Fixed wireless,25,3,Inf,52.5,0,1.4,53.9,5,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,115.95,0,10,125.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,68.95,0,10,78.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,100,3,Inf,39.95,0,0,39.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,500,12,Inf,74.95,0,0,74.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,57.95,0,10,67.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,700,20,Inf,114.95,0,0,114.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Fiber,10000,10000,Inf,300,0,0,300,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,114.95,0,0,114.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,400,10,Inf,102,0,0,102,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,100,Inf,87,0,0,87,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,100,Inf,112,0,0,112,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,10,Inf,87,0,0,87,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Fiber,10000,10000,Inf,300,0,0,300,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,35,Inf,117,0,0,117,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,500,20,Inf,91.95,0,0,91.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,40,Inf,167.95,0,10,177.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,300,300,Inf,76.95,0,0,76.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,68.95,0,10,78.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,1000,20,Inf,109.95,0,0,109.95,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,25,4,Inf,34.95,0,0,34.95,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,125.95,0,10,135.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,57.95,0,10,67.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,35,Inf,117,0,0,117,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,40,Inf,167.95,0,10,177.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,2000,40,Inf,129.95,0,0,129.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
