customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0568-ONFPC,Male,false,true,true,5,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Bank transfer (automatic),25.9,135,true
1395-OFUWC,Male,false,true,true,43,false,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,false,Credit card (automatic),29.3,1224.05,false
3538-WZPHD,Male,false,false,false,3,false,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,true,Electronic check,29.6,79.45,true
9572-WUKSB,Male,false,true,false,3,false,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,true,Electronic check,29.9,92.25,false
5378-IKEEG,Female,false,false,false,1,false,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,true,Electronic check,35.75,35.75,true
3776-EKTKM,Female,true,false,false,1,false,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,true,Electronic check,36.45,36.45,true
8450-UYIBU,Female,true,false,false,35,false,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,true,Electronic check,39.85,1434.6,false
5522-JBWMO,Male,false,false,true,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,false,Electronic check,44,44,false
3945-GFWQL,Female,false,false,true,12,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,44.55,480.6,true
6137-MFAJN,Female,false,false,false,48,false,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,true,Electronic check,44.8,2104.55,false
8950-MTZNV,Male,false,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Mailed check,44.95,44.95,false
3566-HJGPK,Male,false,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Mailed check,45.55,45.55,false
3160-TYXLT,Male,false,false,false,53,false,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,true,Bank transfer (automatic),46.3,2546.85,false
4468-YDOVK,Male,false,false,true,5,true,No,DSL,No,No,No,Yes,No,No,Month-to-month,true,Bank transfer (automatic),48.65,235.2,false
2720-FVBQP,Female,false,true,true,6,true,Yes,DSL,No,No,No,No,No,No,Month-to-month,true,Credit card (automatic),48.95,273.25,false
0823-HSCDJ,Male,true,false,false,52,false,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,true,Electronic check,49.15,2550.9,true
2947-DOMLJ,Male,false,false,true,1,true,No,DSL,Yes,No,No,No,No,No,Month-to-month,false,Mailed check,50.6,50.6,true
2626-URJFX,Male,false,true,true,4,true,Yes,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,50.9,225.6,true
6752-APNJL,Male,false,true,true,42,true,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,false,Mailed check,54.5,2301.15,false
4190-MFLUW,Female,false,true,true,10,true,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,false,Credit card (automatic),55.2,528.35,true
8930-XOTDP,Female,false,true,true,18,true,No,DSL,No,No,No,No,Yes,No,Month-to-month,false,Mailed check,55.95,1082.8,false
9069-LGEUL,Male,false,true,false,23,true,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,true,Bank transfer (automatic),59.95,1406,false
6652-YFFJO,Female,false,false,false,11,true,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,64.9,716.1,false
5018-LXQQG,Female,false,true,true,30,true,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,false,Bank transfer (automatic),66.3,1923.5,false
7036-ZZKBD,Male,false,true,false,31,true,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,true,Credit card (automatic),66.4,2019.8,false
1697-BCSHV,Female,false,true,true,58,true,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,true,Bank transfer (automatic),66.8,3970.4,false
7924-GJZFI,Female,true,true,false,25,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,69.3,1813.1,false
3799-ISUZQ,Male,false,true,true,7,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Bank transfer (automatic),69.95,529.5,true
3177-LASXD,Female,false,false,false,1,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,false,Electronic check,71.35,71.35,true
7136-IHZJA,Female,false,true,true,40,true,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,true,Mailed check,71.35,2847.2,false
2985-JUUBZ,Male,false,true,true,40,true,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,74.55,3015.75,false
0618-XWMSS,Male,false,false,true,28,true,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,true,Bank transfer (automatic),74.9,2068.55,true
5536-SLHPM,Female,false,true,false,55,true,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,true,Electronic check,77.75,4458.15,true
4818-QIUFN,Female,true,false,false,20,true,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,true,Electronic check,79.15,1520.9,true
4283-FUTGF,Male,true,false,false,19,true,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,true,Electronic check,79.85,1471.75,true
3814-MLAXC,Female,false,false,false,31,true,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,true,Credit card (automatic),79.85,2404.15,true
5228-EXCET,Male,false,false,false,13,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,80.85,1008.7,true
0256-LTHVJ,Female,false,true,true,28,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,81.05,2227.1,true
2774-LVQUS,Female,true,true,false,15,true,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,true,Electronic check,83.05,1258.3,true
8417-FMLZI,Male,false,true,true,6,true,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,true,Credit card (automatic),83.55,477.55,true
1550-LOAHA,Female,false,true,false,32,true,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,false,Bank transfer (automatic),84.15,2585.95,true
7517-LDMPS,Female,false,false,false,12,true,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,true,Electronic check,84.6,1017.35,false
5934-RMPOV,Female,false,false,true,22,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,84.75,1816.75,false
2362-IBOOY,Male,false,false,false,36,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,84.75,3050.15,true
4706-AXVKM,Female,true,false,false,11,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Credit card (automatic),84.8,906.85,true
0929-PECLO,Female,true,false,false,63,true,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,true,Bank transfer (automatic),89.6,5538.8,false
9436-ZBZCT,Male,false,false,false,14,true,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,true,Electronic check,89.95,1178.4,true
5131-PONJI,Male,false,true,true,49,true,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,true,Credit card (automatic),90.4,4494.65,false
4927-WWOOZ,Male,false,true,false,2,true,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,true,Electronic check,91.45,171.45,false
8290-YWKHZ,Female,true,true,false,32,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,93.2,2931,true
9763-PDTKK,Female,false,false,false,4,true,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,true,Bank transfer (automatic),94.4,387.2,true
6502-HCJTI,Male,true,true,false,7,true,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,true,Credit card (automatic),94.7,673.1,true
3452-GWUIN,Female,true,true,false,19,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,94.95,1760.25,false
2270-CHBFN,Female,false,true,false,44,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,true,Credit card (automatic),95.1,4060.55,false
0396-YCHWO,Male,false,true,false,36,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,95.4,3474.2,false
1264-BYWMS,Male,false,false,false,55,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,96.8,5283.95,true
0655-RBDUG,Male,false,false,false,7,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,true,Bank transfer (automatic),98.05,713,true
9172-ANCRX,Female,false,false,false,10,true,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,98.7,973.25,true
1075-BGWOH,Male,true,true,false,16,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,98.75,1587.55,true
0487-RPVUM,Male,false,true,false,61,true,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,false,Bank transfer (automatic),99.4,5943.65,false
0420-HLGXF,Female,true,false,false,39,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,99.75,4036,false
4817-VYYWS,Female,false,false,false,30,true,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,true,Electronic check,100.2,2983.8,true
7216-EWTRS,Female,true,true,false,1,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,100.8,100.8,true
9919-YLNNG,Female,false,false,false,42,true,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,true,Bank transfer (automatic),103.8,4327.5,false
5956-YHHRX,Male,true,false,false,21,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,104.35,2271.85,false
6067-NGCEU,Female,false,false,false,65,true,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,true,Credit card (automatic),111.05,7107,false
6082-OQFBA,Male,false,true,true,23,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,19.65,436.9,false
2466-FCCPT,Female,false,true,true,20,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Bank transfer (automatic),19.7,395.6,false
2829-HYVZP,Male,false,false,false,29,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Mailed check,19.8,572.2,false
0621-TSSMU,Male,false,true,false,56,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),19.95,1126.75,false
4616-EWBNJ,Female,false,false,false,16,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Bank transfer (automatic),20.1,318.6,false
0902-RFHOF,Male,false,false,false,38,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,20.1,730.1,false
6248-BSHKG,Male,false,true,true,61,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,20.4,1226.45,false
5266-PFRQK,Male,false,true,true,52,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Credit card (automatic),20.85,1071.6,false
4403-BWPAY,Male,false,false,false,14,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Credit card (automatic),24.8,321.7,false
6537-OTKMY,Male,false,false,false,15,false,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,false,Electronic check,50.75,688.2,false
6933-FHBZC,Female,false,false,false,26,true,No,DSL,No,Yes,Yes,No,No,No,One year,true,Mailed check,56.05,1553.2,false
3401-URHDA,Male,false,false,false,51,true,Yes,DSL,Yes,No,No,Yes,No,No,One year,false,Credit card (automatic),59.9,3043.6,false
9114-AAFQH,Female,false,true,false,48,true,No,DSL,No,Yes,Yes,No,No,Yes,One year,true,Electronic check,65.65,3094.65,false
4877-TSOFF,Female,false,true,true,55,true,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,true,Bank transfer (automatic),75.75,4264.25,false
7654-YWJUF,Male,false,true,false,43,true,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,true,Bank transfer (automatic),84.25,3539.25,false
4619-EVPHY,Female,true,true,false,20,true,No,Fiber optic,No,No,No,No,Yes,Yes,One year,true,Bank transfer (automatic),91,1859.5,false
9480-BQJEI,Male,false,false,false,62,true,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,true,Bank transfer (automatic),92.3,5731.45,false
9979-RGMZT,Female,false,false,false,7,true,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,true,Mailed check,94.05,633.45,false
9909-DFRJA,Female,false,false,false,26,true,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,true,Bank transfer (automatic),95.85,2475.35,false
1091-SOZGA,Female,false,true,true,56,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,true,Credit card (automatic),99.8,5515.45,false
0931-MHTEM,Female,false,false,false,54,true,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,true,Credit card (automatic),100.05,5299.65,false
9139-WQQDY,Female,false,true,true,49,true,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,false,Mailed check,100.45,4941.8,true
6797-UCJHZ,Female,true,true,false,66,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,false,Credit card (automatic),104.6,6819.45,false
7544-ZVIKX,Male,false,true,true,58,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,true,Bank transfer (automatic),105.05,6004.85,false
6425-YQLLO,Female,true,true,false,66,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,true,Credit card (automatic),105.95,6975.25,true
1017-FBQMM,Female,false,true,true,62,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,true,Credit card (automatic),106.05,6703.5,false
6994-FGRHH,Male,false,true,true,70,true,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,true,Electronic check,106.15,7475.1,false
1297-VQDRP,Male,true,true,true,68,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,true,Credit card (automatic),107.15,7379.8,false
4250-ZBWLV,Male,false,false,false,68,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,false,Electronic check,108.45,7176.55,true
3199-NPKCN,Female,false,true,false,67,true,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,true,Electronic check,111.25,7511.65,false
0052-DCKON,Male,false,true,false,66,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,false,Bank transfer (automatic),115.8,7942.15,false
3266-FTKHB,Male,false,false,false,17,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.15,343.45,false
9631-RXVJM,Male,false,false,false,35,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.25,677.9,false
2429-AYKKO,Male,false,false,false,72,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.85,1434.1,false
1591-XWLGB,Female,false,true,false,71,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.85,1379.6,false
2228-BZDEE,Female,false,false,false,54,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,20.1,1079.45,false
4825-FUREZ,Male,false,true,false,42,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Electronic check,20.25,835.5,false
4807-IZYOZ,Female,false,false,false,51,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),20.65,1020.75,false
1820-DJFPH,Female,false,true,true,72,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),24.05,1709.15,false
4707-MAXGU,Male,false,true,false,72,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),25.85,1872.2,false
3511-BFTJW,Male,false,true,true,72,false,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,false,Credit card (automatic),38.5,2763,false
0019-GFNTW,Female,false,false,false,56,false,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,false,Bank transfer (automatic),45.05,2560.1,false
7633-MVPUY,Male,false,true,false,57,true,No,DSL,Yes,Yes,No,Yes,No,No,Two year,true,Electronic check,59.75,3450.15,false
9715-SBVSU,Male,false,true,true,14,true,No,DSL,Yes,Yes,No,No,No,Yes,Two year,true,Bank transfer (automatic),61.4,815.55,false
5840-NVDCG,Female,false,true,true,16,true,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,false,Bank transfer (automatic),68.25,1114.85,false
0973-KYVNF,Female,false,true,true,72,true,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,true,Credit card (automatic),70.65,5011.15,false
7779-ORAEL,Male,true,true,false,45,true,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,false,Credit card (automatic),75.15,3480.35,false
6013-BHCAW,Male,false,true,true,61,true,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),81,4976.15,false
6408-WHTEF,Male,false,true,true,72,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Mailed check,89.4,6376.55,false
7005-CYUIL,Female,true,true,false,71,true,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,true,Electronic check,99.4,7168.25,false
0868-VJRDR,Male,false,true,false,64,true,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,true,Credit card (automatic),104.05,6605.55,false
3612-YUNGG,Male,false,true,true,64,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),109.2,6741.15,false
9405-GPBBG,Female,false,false,false,64,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),110.5,7069.25,false
2272-WUSPA,Female,false,true,false,72,true,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,true,Electronic check,110.75,7751.7,false
9426-SXNHE,Female,false,false,false,2,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Bank transfer (automatic),18.75,53.15,false
1015-OWJKI,Male,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.05,19.05,false
5510-BOIUJ,Male,false,false,true,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.25,19.25,true
7926-IJOOU,Male,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Credit card (automatic),19.3,19.3,false
8410-BGQXN,Male,false,false,false,4,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.4,93.4,false
4770-QAZXN,Female,false,false,false,13,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Credit card (automatic),19.45,232.1,false
2542-HYGIQ,Female,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Credit card (automatic),19.95,19.95,false
6734-CKRSM,Female,false,false,false,3,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20,63.6,false
1641-BYBTK,Male,false,false,true,6,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,20.2,98.35,false
4054-CUMIA,Female,false,true,true,18,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,20.25,401.95,false
8073-IJDCM,Female,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,20.3,20.3,true
2592-YKDIF,Female,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.35,20.35,false
8735-NBLWT,Male,false,false,true,9,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.4,184.1,false
1963-VAUKV,Female,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.4,20.4,true
3007-FDPEA,Female,false,false,false,2,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Bank transfer (automatic),20.7,39.85,false
9046-DQMTP,Male,false,false,false,35,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Bank transfer (automatic),20.75,739.9,false
1760-CAZHT,Male,false,false,true,25,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.8,460.2,false
4830-FAXFM,Male,false,false,true,19,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Credit card (automatic),24.1,439.2,false
7365-BVCJH,Male,false,false,false,1,false,No phone service,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,24.4,24.4,false
6743-HHQPF,Male,false,true,false,42,false,No phone service,DSL,No,No,No,No,No,No,Month-to-month,true,Credit card (automatic),25.1,1097.15,false
7590-VHVEG,Female,false,true,false,1,false,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,true,Electronic check,29.85,29.85,false
8741-LQOBK,Female,false,true,true,46,false,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,false,Bank transfer (automatic),35.05,1620.25,false
7890-VYYWG,Male,true,true,false,3,false,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,true,Mailed check,36.45,93.7,true
2372-HWUHI,Male,false,false,false,2,true,No,DSL,No,No,No,No,No,No,Month-to-month,false,Electronic check,44.35,81.25,true
0374-IOEGQ,Female,false,false,false,3,true,No,DSL,No,No,No,No,No,No,Month-to-month,false,Electronic check,44.6,122.7,false
3413-BMNZE,Male,true,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,false,Bank transfer (automatic),45.25,45.25,false
0749-IRGQE,Female,true,true,false,13,false,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,false,Electronic check,45.3,528.45,false
0248-IPDFW,Female,false,false,false,1,true,Yes,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,50.1,50.1,false
4011-ARPHK,Male,false,false,false,27,true,No,DSL,Yes,No,No,No,No,No,Month-to-month,false,Mailed check,50.35,1411.35,false
7595-EHCDL,Male,false,true,true,32,false,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,false,Credit card (automatic),50.6,1653.45,false
8364-TRMMK,Female,false,false,false,3,true,Yes,DSL,No,No,No,No,No,No,Month-to-month,true,Mailed check,50.65,151.3,true
2959-EEXWB,Female,false,true,true,45,false,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,true,Bank transfer (automatic),50.9,2333.85,false
7284-BUYEC,Female,false,false,false,5,false,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,true,Credit card (automatic),50.95,229.4,false
0314-TKOSI,Female,false,false,false,6,true,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,false,Mailed check,55.15,322.9,false
9415-TPKRV,Female,false,true,true,8,true,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,false,Electronic check,55.75,446.8,false
6778-YSNIH,Female,false,false,false,2,true,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,true,Electronic check,59,114.15,false
8878-RYUKI,Female,false,false,false,52,true,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,true,Electronic check,59.45,3043.7,false
8734-FNWVH,Male,false,true,true,31,true,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,false,Bank transfer (automatic),59.7,1825.5,false
1582-RAFML,Male,false,false,false,1,true,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,false,Mailed check,60.1,60.1,true
6507-DTJZV,Male,false,false,true,13,true,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,false,Credit card (automatic),66.4,831.75,false
9701-CDXHR,Female,false,true,false,51,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,false,Mailed check,69.15,3649.6,false
2101-RANCD,Female,false,false,false,55,true,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,73.1,4144.9,false
6959-GQEGV,Male,false,false,false,45,true,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,75.95,3273.8,false
3420-YJLQT,Female,false,false,false,2,true,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,false,Electronic check,79.55,151.75,false
8490-BXHEO,Male,true,false,false,18,true,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,true,Credit card (automatic),80.55,1411.65,false
8808-ELEHO,Male,true,false,false,8,true,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,true,Electronic check,81.25,585.95,true
4471-KXAUH,Female,false,true,false,42,true,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,true,Electronic check,84.3,3588.4,true
3569-EDBPQ,Female,false,false,false,24,true,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,true,Electronic check,84.35,1938.05,false
8058-JMEQO,Female,true,false,false,9,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,84.45,762.5,true
6275-YDUVO,Female,false,false,false,2,true,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,true,Mailed check,86.2,178.7,true
2845-HSJCY,Female,false,true,true,14,true,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,true,Electronic check,87.25,1258.6,true
1894-IGFSG,Female,false,false,false,22,true,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,false,Electronic check,89.25,1907.85,true
2311-QYMUQ,Female,false,true,true,16,true,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,true,Credit card (automatic),89.45,1430.25,true
0135-NMXAP,Female,false,false,false,12,true,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,true,Bank transfer (automatic),89.75,1052.4,true
8775-LHDJH,Female,true,true,false,1,true,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,true,Electronic check,90.6,90.6,true
0577-WHMEV,Female,false,true,false,16,true,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,false,Electronic check,90.7,1374.9,false
9172-JITSM,Female,false,true,true,26,true,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,90.8,2361.8,true
0365-TRTPY,Female,false,false,false,37,true,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,false,Bank transfer (automatic),91.2,3382.3,false
5609-CEBID,Female,true,false,false,20,true,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,true,Electronic check,94.1,1782.4,true
9058-HRZSV,Female,true,true,false,65,true,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,false,Electronic check,94.4,6126.15,false
6101-IMRMM,Male,false,false,true,6,true,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,false,Mailed check,94.5,575.45,true
4724-WXVWF,Male,false,false,false,48,true,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,true,Electronic check,95.4,4445.3,false
4566-NECEV,Male,false,false,false,5,true,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,false,Electronic check,96.55,500.1,false
