Provider,Census_Tract_ID,State,Weight,Weight2,Technology,Download_Bandwidth_Mbps,Upload_Bandwidth_Mbps,Usage_Allowance_GB,Monthly_Charge,Other_Mandatory_Charge,Surcharge,Total_Charge,Total_Charge_Spread,Model_Data
GCI Communication Corp.,84,ALASKA,148.4080087,68.82034632,Fiber,250,10,250,89.99,0,0,89.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",84,ALASKA,23.78701299,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",84,ALASKA,23.78701299,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",84,ALASKA,23.78701299,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",84,ALASKA,23.78701299,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",84,ALASKA,118.9350649,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",84,ALASKA,118.9350649,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",84,ALASKA,23.78701299,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,84,ALASKA,148.4080087,68.82034632,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,84,ALASKA,148.4080087,68.82034632,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,84,ALASKA,148.4080087,68.82034632,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,84,ALASKA,148.4080087,68.82034632,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,85,ALASKA,982.7792208,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,85,ALASKA,982.7792208,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,85,ALASKA,982.7792208,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,85,ALASKA,982.7792208,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,34.01125541,50.05116096,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,170.0562771,50.05116096,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,34.01125541,50.05116096,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,34.01125541,50.05116096,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,34.01125541,50.05116096,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,34.01125541,50.05116096,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,170.0562771,50.05116096,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,170.0562771,50.05116096,Fiber,2500,2500,Inf,179.99,0,0,179.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,170.0562771,50.05116096,Fiber,1000,1000,Inf,154.99,0,0,154.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,170.0562771,50.05116096,Fiber,500,500,Inf,104.99,0,0,104.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",85,ALASKA,170.0562771,50.05116096,Fiber,250,25,Inf,79.99,0,0,79.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",86,ALASKA,23.78701299,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",86,ALASKA,118.9350649,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",86,ALASKA,23.78701299,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",86,ALASKA,118.9350649,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",86,ALASKA,23.78701299,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",86,ALASKA,23.78701299,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",86,ALASKA,23.78701299,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,86,ALASKA,1438.69697,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,86,ALASKA,1438.69697,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,86,ALASKA,1438.69697,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,86,ALASKA,1438.69697,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,87,ALASKA,1426.177489,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,87,ALASKA,1426.177489,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,87,ALASKA,1426.177489,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,87,ALASKA,1426.177489,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,253.5194805,50.05116096,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,50.7038961,50.05116096,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,50.7038961,50.05116096,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,50.7038961,50.05116096,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,50.7038961,50.05116096,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,50.7038961,50.05116096,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,253.5194805,50.05116096,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,253.5194805,50.05116096,Fiber,2500,2500,Inf,179.99,0,0,179.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,253.5194805,50.05116096,Fiber,1000,1000,Inf,154.99,0,0,154.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,253.5194805,50.05116096,Fiber,500,500,Inf,104.99,0,0,104.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",87,ALASKA,253.5194805,50.05116096,Fiber,250,25,Inf,79.99,0,0,79.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",88,ALASKA,30.88138528,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",88,ALASKA,30.88138528,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",88,ALASKA,154.4069264,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",88,ALASKA,30.88138528,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",88,ALASKA,30.88138528,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",88,ALASKA,30.88138528,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",88,ALASKA,154.4069264,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
GCI Communication Corp.,88,ALASKA,797.0735931,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,88,ALASKA,797.0735931,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,88,ALASKA,797.0735931,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,88,ALASKA,797.0735931,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,89,ALASKA,1058.939394,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,89,ALASKA,1058.939394,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,89,ALASKA,1058.939394,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,89,ALASKA,1058.939394,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,253.5194805,50.05116096,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,50.7038961,50.05116096,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,50.7038961,50.05116096,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,50.7038961,50.05116096,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,50.7038961,50.05116096,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,50.7038961,50.05116096,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,253.5194805,50.05116096,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,253.5194805,50.05116096,Fiber,1000,1000,Inf,154.99,0,0,154.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,253.5194805,50.05116096,Fiber,500,500,Inf,104.99,0,0,104.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,253.5194805,50.05116096,Fiber,2500,2500,Inf,179.99,0,0,179.99,0,Yes
Cellco Partnership,89,ALASKA,2.086580087,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",89,ALASKA,253.5194805,50.05116096,Fiber,250,25,Inf,79.99,0,0,79.99,0,Yes
Cellco Partnership,90,ALASKA,5.216450216,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",90,ALASKA,18.36190476,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",90,ALASKA,18.36190476,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",90,ALASKA,18.36190476,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",90,ALASKA,91.80952381,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",90,ALASKA,18.36190476,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",90,ALASKA,18.36190476,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",90,ALASKA,91.80952381,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
GCI Communication Corp.,90,ALASKA,1378.186147,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,90,ALASKA,1378.186147,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,90,ALASKA,1378.186147,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,90,ALASKA,1378.186147,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,91,ALASKA,1531.549784,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,91,ALASKA,1531.549784,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,91,ALASKA,1531.549784,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,91,ALASKA,1531.549784,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",91,ALASKA,302.5541126,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",91,ALASKA,60.51082251,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",91,ALASKA,60.51082251,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",91,ALASKA,60.51082251,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",91,ALASKA,302.5541126,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",91,ALASKA,60.51082251,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",91,ALASKA,60.51082251,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
Cellco Partnership,91,ALASKA,7.303030303,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
Cellco Partnership,92,ALASKA,2.086580087,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Fiber,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Fiber,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Fiber,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Fiber,250,10,250,89.99,0,0,89.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",92,ALASKA,18.77922078,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",92,ALASKA,18.77922078,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",92,ALASKA,93.8961039,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",92,ALASKA,93.8961039,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",92,ALASKA,18.77922078,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",92,ALASKA,18.77922078,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",92,ALASKA,18.77922078,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,92,ALASKA,117.3701299,68.82034632,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,93,ALASKA,700.047619,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,93,ALASKA,700.047619,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,93,ALASKA,700.047619,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,93,ALASKA,700.047619,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,36.0978355,50.05116096,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,36.0978355,50.05116096,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,180.4891775,50.05116096,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,36.0978355,50.05116096,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,36.0978355,50.05116096,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,180.4891775,50.05116096,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,36.0978355,50.05116096,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,180.4891775,50.05116096,Fiber,500,500,Inf,104.99,0,0,104.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,180.4891775,50.05116096,Fiber,1000,1000,Inf,154.99,0,0,154.99,0,Yes
Cellco Partnership,93,ALASKA,3.12987013,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,180.4891775,50.05116096,Fiber,2500,2500,Inf,179.99,0,0,179.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",93,ALASKA,180.4891775,50.05116096,Fiber,250,25,Inf,79.99,0,0,79.99,0,Yes
Cellco Partnership,94,ALASKA,2.086580087,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",94,ALASKA,328.6363636,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",94,ALASKA,65.72727273,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",94,ALASKA,65.72727273,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",94,ALASKA,65.72727273,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",94,ALASKA,65.72727273,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",94,ALASKA,65.72727273,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",94,ALASKA,328.6363636,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
GCI Communication Corp.,94,ALASKA,1395.922078,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,94,ALASKA,1395.922078,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,94,ALASKA,1395.922078,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,94,ALASKA,1395.922078,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,95,ALASKA,1720.385281,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,95,ALASKA,1720.385281,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,95,ALASKA,1720.385281,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,95,ALASKA,1720.385281,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",95,ALASKA,40.27099567,78.65182437,DSL,30,6,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",95,ALASKA,40.27099567,78.65182437,DSL,40,8,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",95,ALASKA,40.27099567,78.65182437,DSL,15,1,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",95,ALASKA,40.27099567,78.65182437,DSL,25,2,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",95,ALASKA,201.3549784,78.65182437,DSL,10,1,Inf,84.99,0,0,84.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",95,ALASKA,40.27099567,78.65182437,DSL,50,10,Inf,94.99,0,0,94.99,0,Yes
"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",95,ALASKA,201.3549784,78.65182437,DSL,75,30,Inf,99.99,0,0,99.99,0,Yes
Cellco Partnership,95,ALASKA,4.173160173,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Fiber,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Fiber,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Fiber,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Fiber,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,96,ALASKA,886.2748918,68.82034632,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,97,ALASKA,671.8787879,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,97,ALASKA,671.8787879,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,97,ALASKA,671.8787879,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,97,ALASKA,671.8787879,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,25,6,Inf,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,50,5,660,129.94,0,0,129.94,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,80,20,Inf,159.99,0,0,159.99,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,25,12,250,79.98,0,0,79.98,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,100,20,660,132.47,0,0,132.47,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,25,3,660,128.7,0,0,128.7,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,25,6,250,69.99,0,0,69.99,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,80,40,Inf,169.98,0,0,169.98,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,DSL,50,10,Inf,129.99,0,0,129.99,0,Yes
Cellco Partnership,97,ALASKA,1.043290043,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,Fiber,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,647.8831169,22.94011544,Fiber,1000,100,Inf,179.99,0,0,179.99,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,Fiber,50,10,Inf,129.99,0,0,129.99,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,Fiber,25,12,250,79.98,0,0,79.98,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,161.9707792,22.94011544,Fiber,50,5,660,129.94,0,0,129.94,0,Yes
Matanuska Telecom Association Inc.,97,ALASKA,647.8831169,22.94011544,Fiber,1000,200,Inf,189.98,0,0,189.98,0,Yes
